"max","facilityname","concatenatedaddress","inspectionstatus"
"2016-06-13 00:00:00","HARBOR LIGHT CENTER","2407 N MAIN HOUSTON TX 77009","PASS"
"2015-12-29 00:00:00","REVELRY ON RICHMOND","1613 RICHMOND HOUSTON TX 77006","PASS"
"2016-06-22 00:00:00","CHURCH'S #1452","14450 S POST OAK HOUSTON TX 77045","PASS"
"2016-02-02 00:00:00","GRACE WEEKDAY SCHOOL","5410 LARKIN ST HOUSTON TX 77007","PASS"
"2016-01-26 00:00:00","BRADLEY'S FINE DINER","191 HEIGHTS BLVD HOUSTON TX 77007","PASS"
"2016-03-30 00:00:00","SWEETPEAS EATERY","12812 BELLAIRE HOUSTON TX 77072","PASS"
"2015-08-31 00:00:00","AKA SUSHI HOUSE","2390 W ALABAMA HOUSTON TX 77098","FAIL"
"2016-04-29 00:00:00","SUPER STAR CLUB","8128 SCOTT HOUSTON TX 77051","PASS"
"2015-12-07 00:00:00","HOLIDAY INN EXPRESS HOTEL &SUITES","7014 WILL CLAYTON PKWY HUMBLE TX 77338","PASS"
"2015-08-10 00:00:00","LOUISIANA CHICKEN & SEAFOOD","595 W LITTLE YORK RD HOUSTON TX 77094","PASS"
"2015-12-15 00:00:00","PANADERIA TOTOPAN","9349 RICHMOND AVE HOUSTON TX 77063","PASS"
"2015-07-24 00:00:00","THE TURKEY SHACK AND MORE  -  DIANA'S","4353 REED RD HOUSTON TX 77002","PASS"
"2015-07-29 00:00:00","LA HACIENDA MEXICAN RESTAURANT","1431 W 26TH ST HOUSTON TX 77008","FAIL"
"2015-10-19 00:00:00","TAQUERIA MI LINDO HUETAMO #4 - South West","11249 BISSONNET HOUSTON TX 77099","PASS"
"2015-07-19 00:00:00","BANANA LEAF","9889 BELLAIRE BLVD STE 311 HOUSTON TX 77036","FAIL"
"2015-07-10 00:00:00","BROWN BAG DELI","13169 NORTHWEST FWY STE 100 HOUSTON TX 77040","PASS"
"2016-01-14 00:00:00","MARCO'S MEXICAN BAR & GRILL","8216 KIRBY  DR HOUSTON TX 77054","PASS"
"2015-11-25 00:00:00","TAN TAN FAST FOOD","6816 RANCHESTER HOUSTON TX 77036","FAIL"
"2016-03-04 00:00:00","MAMA YU RESTAURANT","10815 BEECHNUT STE 143 HOUSTON TX 77072","PASS"
"2015-09-22 00:00:00","MIMI WORLDWIDE FOODS","8230 W OREM HOUSTON TX 77085","PASS"
"2016-04-08 00:00:00","MANENA'S PASTRY & DELI","11018 WESTHEIMER HOUSTON TX 77042","PASS"
"2015-12-19 00:00:00","DONG BEI","8400 BELLAIRE HOUSTON TX 77036","PASS"
"2015-12-17 00:00:00","TIMEWISE FOOD STORE # 262-05","11110 WESTHEIMER RD HOUSTON TX 77042","PASS"
"2016-01-21 00:00:00","SOMA  JAPANESE  RESTAURANT","4820 WASHINGTON AVE STE A HOUSTON TX 77007","FAIL"
"2016-06-14 00:00:00","MASY'S TACOS - Tex Star","3502 MANGUM RD HOUSTON TX 77092","PASS"
"2016-04-23 00:00:00","LA MICHOACANA  MEAT MARKET #39","11120 N FREEWAY STE A Houston TX 77037","FAIL"
"2016-03-09 00:00:00","COCO'S CREPES, WAFFLES AND COFFEE","2339 UNIVERSITY BLVD STE A HOUSTON TX 77005","PASS"
"2016-03-29 00:00:00","ANA'S SNACK #1       -       SOUTHWEST","777 PRESTON ST HOUSTON TX 77002","PASS"
"2015-10-21 00:00:00","THE FRENCH CORNER(HCC SYSTEM)","1900 PRESSLER ST HOUSTON TX 77030","PASS"
"2016-03-22 00:00:00","BIG BROTHER AND LITTLE SISTER CHILDCARE","7426 HOMESTEAD RD HOUSTON TX 77016","PASS"
"2015-08-24 00:00:00","BOONE ELEMENTARY SCHOOL","11400 BISSONNET HOUSTON TX 77099","PASS"
"2016-02-08 00:00:00","TACOS EL GUERO COMMISSARY","841 CRENSHAW HOUSTON TX 77504","PASS"
"2016-02-19 00:00:00","LUBY'S, ETC. @ 1301 FANNIN","1301 FANNIN ST STE 13 FLOOR HOUSTON TX 77002","PASS"
"2016-03-24 00:00:00","CIRO'S ITALIAN","9755 KATY  FWY HOUSTON TX 77024","PASS"
"2016-03-04 00:00:00","UNION FOOD STORE","6205 NORDLING HOUSTON TX 77076","PASS"
"2016-06-29 00:00:00","TEX STAR COMISARIA","502 E ROGERS HOUSTON TX 77022","PASS"
"2015-12-16 00:00:00","BODARD EXPRESS (Mall Lvl)","711 LOUISIANA ST STE R215 HOUSTON TX 77002","FAIL"
"2015-10-06 00:00:00","LOVETT ELEMENTARY","8814 S RICE BLVD HOUSTON TX 77096","PASS"
"2015-09-16 00:00:00","HILTON GARDEN INN HOUSTON GALLERIA AREA","3201 SAGE Houston TX 77056","PASS"
"2016-01-21 00:00:00","CENTERFOLDS","6166 RICHMOND HOUSTON TX 77057","FAIL"
"2015-12-22 00:00:00","REGGAE HUT","4814 ALMEDA Houston TX 77004","PASS"
"2016-02-03 00:00:00","THE BRIAR SHOPPE","2412 TIMES  BLVD HOUSTON TX 77005","PASS"
"2015-11-01 00:00:00","JACK IN THE BOX # 665","9602 MESA DR HOUSTON TX 77078","PASS"
"2015-10-04 00:00:00","PALETAS IRAPUATO - El Pibe (#407587)","16101 IMPERIAL VALLEY DR STE 1911 HOUSTON TX 77060","PASS"
"2016-04-11 00:00:00","ARAYA ARTISAN CHOCOLATE","1141 UPTOWN PARK BLVD STE 00 HOUSTON TX 77056","PASS"
"2015-12-01 00:00:00","BOMBAY PIZZA CO.","914 MAIN ST STE 105 HOUSTON TX 77002","PASS"
"2015-07-21 00:00:00","HUNAN STAR","2453 BAY AREA BLVD HOUSTON TX 77058","FAIL"
"2016-01-19 00:00:00","MORTON'S OF CHICAGO","5000 WESTHEIMER RD STE 190 HOUSTON TX 77056","PASS"
"2016-05-27 00:00:00","PANADERIA TAQUERIA CASTILLO","511 W MOUNT HOUSTON HOUSTON TX 77037","PASS"
"2015-10-13 00:00:00","COURTESY FOOD MART","5700 CHIMNEY ROCK HOUSTON TX 77081","PASS"
"2016-03-01 00:00:00","TAQUERIA CAMPO AZUL - EL GUERO","10320 TELEPHONE HOUSTON TX 77075","PASS"
"2015-10-12 00:00:00","HUNGRY FARMER #3","14530 S POST OAK HOUSTON TX 77045","PASS"
"2015-08-15 00:00:00","BECK'S PRIME","708 MEYERLAND PLAZA HOUSTON TX 77096","PASS"
"2015-10-14 00:00:00","DURANGO MEXICAN GRILL","16272 IMPERIAL VALLEY STE J HOUSTON TX 77060","PASS"
"2016-05-17 00:00:00","US EXPRESS  #1 (Valero Gasolne)","1177 GREENS RD HOUSTON TX 77060","PASS"
"2015-11-05 00:00:00","WHATABURGER #196","1718 WEST LOOP NORTH HOUSTON TX 77008","PASS"
"2015-09-24 00:00:00","JUS' MAC INC.","2617 YALE ST HOUSTON TX 77008","PASS"
"2015-09-30 00:00:00","TAQUERIA   CANCUN #6","2227 N GESSNER HOUSTON TX 77080","PASS"
"2015-07-31 00:00:00","SUSHI POP","9770 KATY  FWY STE A HOUSTON TX 77055","PASS"
"2015-12-26 00:00:00","MAMA FOOD MART","5708 S GESSNER DR HOUSTON TX 77036","PASS"
"2015-12-17 00:00:00","MEAT PLANET","7645 NAVIGATION HOUSTON TX 77012","PASS"
"2015-11-08 00:00:00","CHURCH'S CHICKEN #1473","6003 CHIMNEY ROCK HOUSTON TX 77081","PASS"
"2015-12-29 00:00:00","FIEZTA BILLIARD","7224 BOONE RD HOUSTON TX 77072-2936","PASS"
"2016-01-05 00:00:00","QUALITY INN SUITES BROOKHOLLOW","12439 NORTHWEST  FWY HOUSTON TX 77092","PASS"
"2016-03-01 00:00:00","TAQUERIA EL PARAISO SIN FRONTERA","7455 LITTLE YORK RD HOUSTON TX 77016","PASS"
"2015-08-10 00:00:00","THE UNION KITCHEN","23918 HIGHWAY 59  N KINGWOOD TX 77339","PASS"
"2016-03-05 00:00:00","SONOMA HOUSTON","2720 RICHMOND HOUSTON TX 77098","PASS"
"2015-09-09 00:00:00","ALMA LATINA RESTAURANT","8324 JENSEN HOUSTON TX 77093","PASS"
"2015-08-12 00:00:00","EL BIG BAD","419 TRAVIS HOUSTON TX 77002","PASS"
"2015-08-06 00:00:00","NEIGHBORHOOD CENTER","2101 SOUTH ST HOUSTON TX 77009","PASS"
"2015-10-16 00:00:00","TEXAS COMMISSARY #2","8121 CASTLEFORD HOUSTON TX 77040","PASS"
"2015-09-17 00:00:00","WENDY'S # 3","14602 PERTHSHIRE HOUSTON TX 77079","PASS"
"2015-07-30 00:00:00","CRU A WINE BAR","2800 KIRBY DR STE B-130 HOUSTON TX 77098","FAIL"
"2015-10-06 00:00:00","SUBWAY SANDWICH","534 EL DORADO BLVD WEBSTER TX 77598","PASS"
"2015-09-16 00:00:00","ALONTI MARKET CAFE # 56","7225  FANNIN ST HOUSTON TX 77030","PASS"
"2016-05-11 00:00:00","KIPP NORTHEAST HIGH SCHOOL","9680 MESA DR HOUSTON TX 77078","PASS"
"2015-12-23 00:00:00","LOCAL FOODS","2424 DUNSTAN STE 100 HOUSTON TX 77005","PASS"
"2015-12-06 00:00:00","CHURRASCOS","2055 WESTHEIMER RD STE 180 HOUSTON TX 77098","FAIL"
"2016-03-09 00:00:00","MIXSON OFF THE CHAIN KITCHEN","2111 FANNIN STE 103 HOUSTON TX 77002","PASS"
"2015-10-19 00:00:00","LYNDON B. JOHNSON GENERAL HOSPITAL","5656 KELLEY HOUSTON TX 77026","PASS"
"2016-01-14 00:00:00","LA TORTA RANCHERA # 2     -  TEX STAR","410 E ROSAMOND RD HOUSTON TX 77076","PASS"
"2016-01-07 00:00:00","WENDY'S # 7","10780 WESTHEIMER RD HOUSTON TX 77042","PASS"
"2015-10-08 00:00:00","TAI LOI RESTAURANT","12320 BELLAIRE BLVD STE B7 HOUSTON TX 77072","FAIL"
"2016-03-07 00:00:00","TODDLER HOUSE","2215 W 34TH HOUSTON TX 77018","PASS"
"2016-03-03 00:00:00","CHIC'S CABARET","10255 EAST  FWY HOUSTON TX 77029","PASS"
"2015-07-30 00:00:00","TACO CALIENTE     -      Three Brothers","611 HOUSTON AVE HOUSTON TX 77007","PASS"
"2015-12-30 00:00:00","THE HONEYMOON CAFE & BAR","300 MAIN ST STE 100 HOUSTON TX 77002","PASS"
"2016-06-16 00:00:00","SAFARI RESTAURANT","10014 BISSONNET HOUSTON TX 77036","PASS"
"2016-04-05 00:00:00","EAST EARLY COLLEGE HIGH SCHOOL","220 N MILBY HOUSTON TX 77003","PASS"
"2016-05-05 00:00:00","YANK SING CHINESE BUFFET","2005 MANGUM HOUSTON TX 77092","FAIL"
"2015-11-23 00:00:00","TAQUERIA EL SOL DE MEXICO #4","6475 HILLCROFT ST STE C HOUSTON TX 77081","PASS"
"2015-07-21 00:00:00","MARIA'S TACOS N MORE","5127 ELLA HOUSTON TX 77018","FAIL"
"2016-01-15 00:00:00","SENOR JUAN       -    SOUTHWEST","10560 WESTHEIMER RD HOUSTON TX 77042","PASS"
"2016-02-16 00:00:00","FUEGO'S SALOON","817 DURHAM DR HOUSTON TX 77007","FAIL"
"2016-03-30 00:00:00","EXPRESS LIQUOR","203 E LITTLE YORK RD STE B HOUSTON TX 77076","PASS"
"2016-02-29 00:00:00","CUNNINGHAM PHARMACY NORTHWEST","2925 W TC JESTER STE 2B HOUSTON TX 77018","PASS"
"2016-04-28 00:00:00","VILLA PIZZA","2000 WILLOWBROOK MALL STE 1182 HOUSTON TX 77070","PASS"
"2015-11-23 00:00:00","HEIGHTS ASIAN CAFE","2201 YALE ST HOUSTON TX 77008","PASS"
"2015-12-23 00:00:00","HU'S GARDEN","9905 S POST OAK HOUSTON TX 77096","FAIL"
"2015-10-26 00:00:00","CASA DE LEON","9217 LONG POINT HOUSTON TX 77055","PASS"
"2015-12-17 00:00:00","EL RANCHO CATRACHO    -     SOUTHWEST","9301 BISSONNET HOUSTON TX 77074","PASS"
"2015-12-10 00:00:00","DISTRICT 7 TUNNEL","1001 LOUSIANA STE B-030 HOUSTON TX 77002","PASS"
"2016-01-23 00:00:00","LA CASITA","6116 SOUTHWEST  FWY STE 6 HOUSTON TX 77057","PASS"
"2015-12-16 00:00:00","CHILI'S","2425 KATY FWY HOUSTON TX 77007","FAIL"
"2016-04-14 00:00:00","DISHAKA GOURMET IMPORTS","11300 S SAM HOUSTON PKWY W HOUSTON TX 77031","PASS"
"2016-03-11 00:00:00","CAVATORE ITALIAN RESTAURANT","2120 ELLA BLVD HOUSTON TX 77008","PASS"
"2015-07-15 00:00:00","BAKER-RIPLEY NEIGHBORHOOD CENTER","6500 ROOKIN HOUSTON TX 77074","PASS"
"2015-07-17 00:00:00","TAQUERIA EL PRIMO GUERO - El Guero","9303 GULF FWY HOUSTON TX 77017","PASS"
"2016-06-29 00:00:00","THE NEW GOLDEN PALACE","8520 BELLAIRE HOUSTON TX 77036","PASS"
"2015-12-08 00:00:00","ALEXANDER ELEMENTARY SCHOOL","8500 BROOKWULF HOUSTON TX 77099","PASS"
"2015-10-21 00:00:00","RED ROBIN RESTAURANT","7620 KATY  FWY STE 465 HOUSTON TX 77024","FAIL"
"2016-04-12 00:00:00","SALATA","5015 WESTHEIMER RD STE A-1270 HOUSTON TX 77056","PASS"
"2016-06-17 00:00:00","TARGET  T1435","984 GESSNER DR HOUSTON TX 77024","PASS"
"2015-12-16 00:00:00","LA QUINTA INN & SUITES","2451 SHADOW VIEW LN HOUSTON TX 77077","PASS"
"2016-03-08 00:00:00","BLAKE'S BAR-B-QUE","2916 JEANETTA HOUSTON TX 77063","PASS"
"2015-12-17 00:00:00","SONIC DRIVE IN # 3258","11250 WESTHEIMER RD HOUSTON TX 77042","PASS"
"2015-12-19 00:00:00","PIZZA HUT # 27133","6415 SAN FELIPE STE M-1 HOUSTON TX 77057","PASS"
"2015-08-27 00:00:00","KPOP RESTAURANT AND BAR","7620 KATY FWY STE 300 HOUSTON TX 77024","PASS"
"2015-12-10 00:00:00","TAQUERIA LLENITO #1-  EL GUERRO","6762 TELEPHONE RD HOUSTON TX 77061","PASS"
"2016-06-30 00:00:00","HOUSE OF PIES","3112 KIRBY HOUSTON TX 77098","PASS"
"2016-03-14 00:00:00","ST. JAMES METHODIST CHURCH","1217 WILSON HOUSTON TX 77019","PASS"
"2016-03-02 00:00:00","ST. MARY'S SEMINARY","9845 MEMORIAL DR HOUSTON TX 77024","PASS"
"2015-12-01 00:00:00","CHRISTIAN'S TAILGATE BAR & GRILL","1010 N HIGHWAY 6 HOUSTON TX 77079","PASS"
"2015-09-14 00:00:00","JUANITA'S MEXICAN REST.","2728 W TC JESTER HOUSTON TX 77018","FAIL"
"2015-10-02 00:00:00","STEAKOUNTRY","1010 ANTOINE DR HOUSTON TX 77055","PASS"
"2016-05-02 00:00:00","TSU CHARTER LAB SCHOOL (WR BANKS)","3100 CLEBURNE HOUSTON TX 77004","PASS"
"2015-11-04 00:00:00","SOUTHWELLS HAMBURGER GRILL","1909 TAYLOR ST STE A HOUSTON TX 77007","PASS"
"2016-06-15 00:00:00","THE DECK ON FOUNTAINVIEW","6002 FAIRDALE HOUSTON TX 77057","PASS"
"2015-10-11 00:00:00","THE BURGER JOINT #1-TEX STAR","3333 EASTSIDE DR HOUSTON TX 77006","PASS"
"2015-09-25 00:00:00","B & B DONUTS","515 WESTHEIMER STE B HOUSTON TX 77006","PASS"
"2015-12-01 00:00:00","MR. PAPAS - N- HOT DOGS - FIESTA","5800 LYONS  AVE HOUSTON TX 77020","PASS"
"2016-05-03 00:00:00","KFC/TACO BELL","4317 LOCKWOOD DR HOUSTON TX 77026","PASS"
"2015-07-14 00:00:00","BLACK AND WHITE RESTAURANT","1001 STUDEWOOD HOUSTON TX 77008","PASS"
"2016-02-25 00:00:00","TACOS SARITA'S     -      PALACIOS","7705 CHANNELSIDE ST HOUSTON TX 77012","PASS"
"2016-04-28 00:00:00","LOVING HANDS CHRISTIAN ACADEMY & DAYCARE","7343 SYNOTT HOUSTON TX 77083","PASS"
"2015-10-01 00:00:00","SCOTT FOOD MART","3341 WINBERN HOUSTON TX 77004","PASS"
"2016-05-11 00:00:00","STAR STOP #20","12410 WALLISVILLE RD HOUSTON TX 77013","PASS"
"2016-04-11 00:00:00","HOUSE OF PIES","3112 KIRBY HOUSTON TX 77098","FAIL"
"2016-03-03 00:00:00","ALLSTARS DAYCARE AND PRESCHOOL","917 GREENS RD HOUSTON TX 77060","PASS"
"2016-04-15 00:00:00","SHAWARMAJI","7903 WESTHEIMER HOUSTON TX 77057","FAIL"
"2015-11-16 00:00:00","THE GINGER MAN","5607 MORNINGSIDE HOUSTON TX 77005","PASS"
"2016-03-08 00:00:00","COURTYARD HOUSTON BROOKHOLLOW","2504 N LOOP WEST HOUSTON TX 77092","PASS"
"2015-09-15 00:00:00","TAQUERIA EL CHARRO","6810 N SHEPHERD HOUSTON TX 77091","PASS"
"2015-07-31 00:00:00","BUN MANG VIT THANH DA","11526 BELLAIRE STE A HOUSTON TX 77072","PASS"
"2016-01-24 00:00:00","TAQUERIA ARANDAS #33","9401 MAIN  ST HOUSTON TX 77025","PASS"
"2015-12-08 00:00:00","CAFE CAELI","900 THREADNEEDLE STE 200 HOUSTON TX 77079","PASS"
"2016-03-30 00:00:00","E TAO (inside Galleria mall 4)","5135 W ALABAMA STE 7295 HOUSTON TX 77056","PASS"
"2015-11-05 00:00:00","STARBUCKS COFFEE #8134","2515 GREEN OAK DR Houston TX 77339","PASS"
"2016-05-10 00:00:00","FAMILY DOLLAR  #6355","565 UVALDE STE B HOUSTON TX 77015","PASS"
"2015-09-24 00:00:00","DENNY'S #1373","11901 EAST  FWY HOUSTON TX 77029","PASS"
"2015-09-17 00:00:00","HUGO'S","1600 WESTHEIMER HOUSTON TX 77006","PASS"
"2015-11-17 00:00:00","ABASOLO RESTAURANT AND SEAFOOD","1822 N MAIN STE B HOUSTON TX 77009","PASS"
"2016-02-11 00:00:00","MASALA MUNCHIES","6692 SOUTHWEST FWY STE A HOUSTON TX 77074","PASS"
"2016-04-20 00:00:00","HMS HOST TERMINAL C","3500 TERMINAL RD STE C HOUSTON TX 77032","PASS"
"2015-08-17 00:00:00","CROSSTIMBERS CITGO","1333 CROSSTIMBERS HOUSTON TX 77022","PASS"
"2015-12-09 00:00:00","MARSHALL'S #587","550 MEYERLAND PLAZA HOUSTON TX 77096","PASS"
"2016-05-03 00:00:00","DISTRICT 7 PIZZERIA","2117  CHENEVERT STE M HOUSTON TX 77003","PASS"
"2016-03-01 00:00:00","CHIPOTLE MEXICAN GRILL","8505 S MAIN ST STE 100 HOUSTON TX 77025","PASS"
"2016-06-27 00:00:00","FELLINI CAFFE","5211 KELVIN HOUSTON TX 77005","FAIL"
"2016-02-09 00:00:00","ZELKO BISTRO","705 E 11TH ST HOUSTON TX 77008","PASS"
"2016-03-21 00:00:00","DISTRICT 7 TUNNEL","1001 LOUSIANA STE B-030 HOUSTON TX 77002","PASS"
"2015-09-28 00:00:00","BOUDREAUX'S CAJUN KITCHEN","5475 WEST LOOP SOUTH STE S100 HOUSTON TX 77081","PASS"
"2015-10-06 00:00:00","DOGWOOD MIDTOWN","2403 BAGBY ST HOUSTON TX 77006","PASS"
"2016-04-06 00:00:00","ALADDIN MEDITERRANEAN GRILL","912 WESTHEIMER RD HOUSTON TX 77006","PASS"
"2016-01-05 00:00:00","RADIO MILANO","800 SORELLA CT HOUSTON TX 77024","PASS"
"2016-06-17 00:00:00","PARISIAN TONY'S SANDWICH","5800 BELLAIRE BLVD HOUSTON TX 77081","PASS"
"2015-09-03 00:00:00","LITTLE CAESAR'S #4572","6348 TELEPHONE HOUSTON TX 77087","PASS"
"2015-11-03 00:00:00","LUNA Y SOL MEXICAN GRILL","2808 MILAM ST STE G HOUSTON TX 77006-3599","PASS"
"2015-10-12 00:00:00","TIMEWISE FOOD STORE #850","2402 S WAYSIDE DR HOUSTON TX 77023","PASS"
"2016-02-26 00:00:00","TAQUERIA   CANCUN #6","2227 N GESSNER HOUSTON TX 77080","PASS"
"2015-12-11 00:00:00","MCDONALD'S #21571","5505  LOCKWOOD HOUSTON TX 77026","FAIL"
"2016-02-03 00:00:00","ROCKY MOUNTAIN CHOCOLATE FACTORY","850 MEMORIAL CITY MALL HOUSTON TX 77024","PASS"
"2015-12-23 00:00:00","TACOS EL GUERO COMMISSARY","841 CRENSHAW HOUSTON TX 77504","PASS"
"2016-06-20 00:00:00","SANTINA BISTRO","7515 MAIN STE 120 HOUSTON TX 77030","PASS"
"2016-03-14 00:00:00","THE HAMPTON AT WILLOWBROOK","7450 WILLOWCHASE HOUSTON TX 77070","PASS"
"2015-07-13 00:00:00","ALONTI DELI # 2","777 WALKER STE TUNNEL HOUSTON TX 77002","FAIL"
"2015-11-19 00:00:00","SARKU JAPAN","500 BAYBROOK  MALL STE 2 FRIENDSWOOD TX 77546","PASS"
"2015-08-18 00:00:00","REY DE LOS TACOS - EL GUERO","10110 KLECKLEY DR HOUSTON TX 77075","PASS"
"2015-08-11 00:00:00","TAQUERIA LUCINA-TEXAS COMM. #1","4803 CANAL ST HOUSTON TX 77011","PASS"
"2016-03-15 00:00:00","AVENUE GRILL","1017 HOUSTON HOUSTON TX 77009","PASS"
"2015-10-28 00:00:00","ANAN'S HOTDOGS & MORE       -     SELLERS BROS","1202 UVALDE RD HOUSTON TX 77015","PASS"
"2015-12-18 00:00:00","BAY MART","2104 BAY AREA BLVD HOUSTON TX 77058","PASS"
"2016-02-25 00:00:00","TAQUERIA EL PARAISO SIN FRONTERA","7455 LITTLE YORK RD HOUSTON TX 77016","PASS"
"2016-06-22 00:00:00","CRAWFISH POT AND OYSTER BAR","9820 GULF  FWY STE B-7 HOUSTON TX 77034","PASS"
"2016-03-13 00:00:00","CHINO'S CHINESE KITCHEN","719 SHARPSTOWN CTR STE FC -08A HOUSTON TX 77036","PASS"
"2016-06-02 00:00:00","SPECTRA COFFEE BAR","5400 WESTHEIMER CT HOUSTON TX 77056","PASS"
"2016-06-10 00:00:00","BAYLAND PARK LITTLE LEAGUE","6400 BISSONNET STE M1 HOUSTON TX 77074","PASS"
"2015-11-17 00:00:00","FALCON DRIVE IN GROCERY","2601 N MAIN HOUSTON TX 77009","PASS"
"2016-02-25 00:00:00","EL REGIO POLLOS ASADOS","8620 HAMMERLY STE A HOUSTON TX 77080","PASS"
"2015-12-31 00:00:00","PANCHO'S MEAT MARKET #3","7001 LONG DR STE A HOUSTON TX 77087","FAIL"
"2016-02-15 00:00:00","TEOTIHUACAN MEXICAN CAFE","1511 AIRLINE  DR HOUSTON TX 77009","FAIL"
"2015-10-20 00:00:00","JUMPING JACKS LEARNING CENTER","5214 BOYNTON HOUSTON TX 77045","PASS"
"2016-02-11 00:00:00","FONVILLE MIDDLE","725 E LITTLE YORK HOUSTON TX 77037","PASS"
"2016-04-28 00:00:00","ANDERSON ELEMENTARY SCHOOL","5727 LUDINGTON HOUSTON TX 77035","PASS"
"2016-06-30 00:00:00","STEAKOUNTRY","1010 ANTOINE DR HOUSTON TX 77055","PASS"
"2015-08-21 00:00:00","CHACHO'S #6","2700 SOUTH LOOP WEST HOUSTON TX 77054","PASS"
"2015-10-15 00:00:00","EL REY RESTAURANT","910 SHEPHERD HOUSTON TX 77007","PASS"
"2015-07-02 00:00:00","PUNK'S SIMPLE SOUTHERN FOOD","5212 MORNINGSIDE HOUSTON TX 77005","PASS"
"2015-10-08 00:00:00","CAFE' TAIPEI","1416 ELDRIDGE PKWY HOUSTON TX 77077","PASS"
"2016-03-01 00:00:00","DOLLAR GENERAL # 12275","2958 FULTON ST HOUSTON TX 77009","PASS"
"2016-05-27 00:00:00","OPEN CANDY CORPORATIONB (TARGET)","303 MEMORIAL WAY HOUSTON TX 77024","FAIL"
"2015-07-13 00:00:00","CRAVE SUSHI","2900 TRAVIS STE F HOUSTON TX 77006","PASS"
"2015-10-30 00:00:00","KING DOLLAR","5406 AIRLINE DR STE A HOUSTON TX 77076","PASS"
"2016-06-23 00:00:00","CONFUCIUS  SEAFOOD  RESTAURANT","8880 BELLAIRE BLVD STE J HOUSTON TX 77036","FAIL"
"2015-08-12 00:00:00","TEXAS COMMUNITY CARE","7241 S GESSNER DR HOUSTON TX 77036","FAIL"
"2015-12-03 00:00:00","JACK IN THE BOX","1765 W MOUNT HOUSTON RD HOUSTON TX 77038","PASS"
"2015-09-24 00:00:00","KNOCKOUT FOODS","4607 CAROLINE ST HOUSTON TX 77004","PASS"
"2015-12-07 00:00:00","FAIRFIELD INN & SUITES BY MARRIOTT I-10 WEST","15111 KATY FWY HOUSTON TX 77094","PASS"
"2015-11-17 00:00:00","FADI'S MEDITERRANEAN GRILL","4738 BEECHNUT HOUSTON TX 77096","FAIL"
"2016-02-15 00:00:00","DOLLAR GENERAL #10782","7944 MESA RD HOUSTON TX 77028","PASS"
"2015-12-02 00:00:00","DENNY'S # 7572","12862 NORTHWEST FWY HOUSTON TX 77040","FAIL"
"2016-03-29 00:00:00","ST. LUKE MISSIONARY BAPTIST CHURCH FOOD PANTRY","6418 HAIGHT HOUSTON TX 77028","PASS"
"2015-12-28 00:00:00","TACOS LOS GEMELOS - TEXAS COMM II","9875 N HOUSTON ROSSLYN HOUSTON TX 77088","PASS"
"2015-11-19 00:00:00","CHURCH'S CHICKEN # 3952","9404 NORTH  FWY STE A HOUSTON TX 77037","FAIL"
"2015-12-21 00:00:00","MCDONALD'S #5333","6950 WOODRIDGE HOUSTON TX 77087","PASS"
"2016-06-23 00:00:00","SAN FRANCISCO NATIVITY ACADEMY","5808 RENWICK HOUSTON TX 77081","PASS"
"2015-07-29 00:00:00","QUE POLLASO    -    GARCIA BROTHERS","3927 TELEPHONE RD Houston TX 77087","PASS"
"2016-04-13 00:00:00","SHIVA INDIAN RESTAURANT","2514 TIMES  BLVD HOUSTON TX 77005","PASS"
"2016-06-17 00:00:00","BUFFALO GRILLE","1301 S VOSS HOUSTON TX 77057","PASS"
"2015-07-27 00:00:00","UNIQUE CHILDCARE","4922 PERRY ST HOUSTON TX 77021","PASS"
"2016-06-21 00:00:00","RICE UNIVERSITY-West Servery","6100  MAIN HOUSTON TX 77030","PASS"
"2016-03-01 00:00:00","THE BLUE FISH ON WASHINGTON","1120 KNOX ST STE 100 HOUSTON TX 77007","PASS"
"2015-12-04 00:00:00","MARRIOT WEST LOOP","1750 WEST LOOP SOUTH HOUSTON TX 77027","PASS"
"2016-04-19 00:00:00","MURPHY OIL EXPRESS #8628","1527 NORTH LOOP WEST HOUSTON TX 77008","PASS"
"2016-04-22 00:00:00","XUAN HUONG RESTAURANT","11107 BELLAIRE BLVD HOUSTON TX 77072","PASS"
"2016-06-30 00:00:00","THE BARKING PIG","2307 ELLA HOUSTON TX 77008","PASS"
"2016-05-12 00:00:00","BULL & BEAR TAVERN & EATERY","11980 WESTHEIMER STE A HOUSTON TX 77077","PASS"
"2015-12-30 00:00:00","TOKYO ONE","2934 W SAM HOUSTON PKWY S HOUSTON TX 77042","PASS"
"2016-03-19 00:00:00","MOULIN ROUGE","8930 WINKLER HOUSTON TX 77017","PASS"
"2016-06-01 00:00:00","BUN VIET SON","6796 SYNOTT HOUSTON TX 77083","PASS"
"2015-08-28 00:00:00","HISD ADMINISTRATIVE BLDG","4400 W 18TH  ST HOUSTON TX 77092","PASS"
"2016-04-20 00:00:00","GULFTON PROMISE","6615 ROOKIN HOUSTON TX 77074","PASS"
"2016-04-05 00:00:00","GALICIA FOOD   -     Southwest Comisaria","6916  RAMPART HOUSTON TX 77081","PASS"
"2015-12-03 00:00:00","PRINCE'S DINER","11939 KATY  FWY HOUSTON TX 77079","PASS"
"2016-01-11 00:00:00","SHANGHAI RESTAURANT","11935 KATY FWY HOUSTON TX 77079","PASS"
