"max","facilityname","concatenatedaddress","inspectionstatus"
"2015-09-16 00:00:00","KROGER","701 GELLHORN HOUSTON TX 77029","PASS"
"2015-08-12 00:00:00","TACO BELL #16153","7506 WESTHEIMER HOUSTON TX 77063","PASS"
"2015-08-29 00:00:00","PASEO CATRACHO","11503 AIRLINE HOUSTON TX 77037","PASS"
"2016-05-31 00:00:00","WALGREENS","3745 WESTHEIMER RD HOUSTON TX 77027","PASS"
"2015-08-10 00:00:00","LA TAPATIA TAQUERIA","3965 S GESSNER HOUSTON TX 77063","PASS"
"2015-09-09 00:00:00","TAQUERIA BUENA VISTA (PM) - MOBILE CATERERS","1415 COLLINGSWORTH ST HOUSTON TX 77009","FAIL"
"2016-03-29 00:00:00","STUDIO MOVIE GRILL","805 TOWN AND COUNTRY MALL STE 200 HOUSTON TX 77024","PASS"
"2016-03-11 00:00:00","OASIS TIDWELL","310 W TIDWELL RD HOUSTON TX 77091","PASS"
"2016-05-13 00:00:00","LAURA BUSH ELEMENTARY","9100 BLACKHAWK BLVD HOUSTON TX 77075","PASS"
"2016-05-11 00:00:00","EL TACONAZO GRILL     -    TEX STAR","7405 AIRLINE DR HOUSTON TX 77076","FAIL"
"2015-11-05 00:00:00","SWEET FROG","1214 W 43RD ST STE 1200 HOUSTON TX 77018","PASS"
"2015-09-25 00:00:00","V SAO BAR N GRILL RESTAURANT","6938 WILCREST DR STE A HOUSTON TX 77072","PASS"
"2015-10-27 00:00:00","KROGER #605","1990 OLD SPANISH TRAIL HOUSTON TX 77054","PASS"
"2016-04-11 00:00:00","AMY'S ICE CREAM","3816 FARNHAM HOUSTON TX 77098","PASS"
"2016-01-25 00:00:00","BLAKE'S BAR-B-QUE","2916 JEANETTA HOUSTON TX 77063","PASS"
"2015-09-25 00:00:00","EL REGIO POLLO ASADO","61 TIDWELL HOUSTON TX 77022","FAIL"
"2015-09-29 00:00:00","EL MIRADOR","6702 CANAL HOUSTON TX 77011","PASS"
"2016-03-03 00:00:00","MCCARTY SHELL","8101 EAST  FWY HOUSTON TX 77029","PASS"
"2016-04-23 00:00:00","EL REGALO ELOTES   -    TEXAS COMM 2","3107 BLALOCK HOUSTON TX 77080","PASS"
"2015-11-10 00:00:00","HOTDOG'S LOS PICOSITOS - El Guero","9637 TELEPHONE RD HOUSTON TX 77075","PASS"
"2016-05-13 00:00:00","THE VILLAGE SCHOOL","2005 GENTRYSIDE HOUSTON TX 77077","PASS"
"2015-09-11 00:00:00","EXPRESS NOODLE HOUSE","1200 MCKINNEY ST STE 321 HOUSTON TX 77010","PASS"
"2015-09-30 00:00:00","BASTIAN ELEMENTARY SCHOOL","5051 BELLFORT ST HOUSTON TX 77033","PASS"
"2016-04-12 00:00:00","QUENTIN MEASE GENERAL HOSPITAL","3601 N MACGREGOR WAY HOUSTON TX 77004","PASS"
"2015-12-01 00:00:00","ATRIA SENIOR LIVING","2401 GREEN OAK DR HUMBLE TX 77339","PASS"
"2015-10-14 00:00:00","SEAN'S CAFE & DELI","10777 WESTHEIMER STE 163 HOUSTON TX 77042","PASS"
"2015-10-01 00:00:00","SMOOTHIE KING","5770 HOLLISTER STE C HOUSTON TX 77040","PASS"
"2016-05-06 00:00:00","SOUTHERN PREPARATORY ACADEMY","7860 W FUQUA MISSOURI CITY TX 77489","PASS"
"2016-02-03 00:00:00","CAFE YUMMY","9888 BELLAIRE STE 118 HOUSTON TX 77036","PASS"
"2016-03-16 00:00:00","COMFORT SUITES","11440 CLAY  RD HOUSTON TX 77041","FAIL"
"2016-05-16 00:00:00","WOLFGANG PUCK CATERING @Bayou Music Center","520 TEXAS AVE HOUSTON TX 77002","PASS"
"2015-07-10 00:00:00","LA MICHOACANA MEAT MARKET #12","4717 TELEPHONE HOUSTON TX 77087","FAIL"
"2016-05-10 00:00:00","HERMANN PARK GIFT SHOP","1600 ZOO CIRCLE DR HOUSTON TX 77030","PASS"
"2015-11-12 00:00:00","SONIC DRIVE-IN","1511 WIRT HOUSTON TX 77055","PASS"
"2016-03-28 00:00:00","PHO AN #2","17565 TOMBALL  PKWY HOUSTON TX 77064","FAIL"
"2015-12-17 00:00:00","AXELRAD BEER GARDEN","1517 ALABAMA STE 1 HOUSTON TX 77004","PASS"
"2016-03-02 00:00:00","DEFALCO'S HOME WINE & BEER SUPPLIES","9223 STELLA LINK RD HOUSTON TX 77025","PASS"
"2016-02-04 00:00:00","CHILI'S GRILL & BAR #574","3215 SOUTHWEST  FWY HOUSTON TX 77027","PASS"
"2016-01-27 00:00:00","8300 HOUSTON CAFE","8300 BISSONNET STE 110 HOUSTON TX 77074","PASS"
"2015-12-14 00:00:00","ST. MARY'S UNITED METHODIST","6731 SCOTT HOUSTON TX 77021","PASS"
"2015-08-30 00:00:00","CHURCH AT THE CROSS FOOD PANTRY","3835 S DAIRY ASHFORD HOUSTON TX 77082","PASS"
"2016-03-17 00:00:00","99 CENT PLUS STORE","8102 W TIDWELL HOUSTON TX 77040","PASS"
"2015-10-30 00:00:00","MEL'S PLACE","5020 AIRLINE DR HOUSTON TX 77022-2607","PASS"
"2016-05-29 00:00:00","MISSION  OF YAHWEH","10246 GENARD RD HOUSTON TX 77041","PASS"
"2015-11-07 00:00:00","SNOWFLAKE DONUTS & DELI","9004 NORTH  FWY HOUSTON TX 77037","FAIL"
"2015-07-02 00:00:00","JUICE HUT","10100 BEECHNUT ST STE 270 HOUSTON TX 77072-5090","PASS"
"2015-12-30 00:00:00","PANDA EXPRESS","3100 NORTH TERMINAL STE B24 HOUSTON TX 77032","PASS"
"2016-06-05 00:00:00","BAYTOWN SEAFOOD","9205 S MAIN HOUSTON TX 77025","PASS"
"2016-03-08 00:00:00","MILA'S TAQUERIA MEXICO","3240 FONDREN HOUSTON TX 77063","PASS"
"2016-06-09 00:00:00","POPEYE'S","3019 ELLA HOUSTON TX 77018","PASS"
"2015-08-26 00:00:00","UNIV. OF ST. THOMAS/BOOK STORE  #394","3900 MOUNT VERNON HOUSTON TX 77006","PASS"
"2016-04-15 00:00:00","MAI'S RESTAURANT","3401 MILAM ST HOUSTON TX 77002","PASS"
"2016-05-05 00:00:00","FURR SENIOR HIGH","520 MERCURY  DR HOUSTON TX 77013","FAIL"
"2016-01-07 00:00:00","DOYLE'S","2136 W 34TH HOUSTON TX 77018","PASS"
"2016-05-03 00:00:00","KPOP RESTAURANT AND BAR","7620 KATY FWY STE 300 HOUSTON TX 77024","PASS"
"2016-01-08 00:00:00","CITCO HANDI PLUS#59","909 GREENS RD HOUSTON TX 77060","PASS"
"2015-09-23 00:00:00","WHATABURGER #278","11027 FUQUA HOUSTON TX 77089","PASS"
"2015-12-02 00:00:00","SELLERS BROTHERS GROCERY","1523 LITTLE YORK HOUSTON TX 77093","PASS"
"2015-08-04 00:00:00","CHRIST THE SERVANT LUTHERAN CH","2400 WILCREST HOUSTON TX 77042","PASS"
"2016-02-11 00:00:00","THE TERRACE AT MEMORIAL","11900 BARRYKNOLL HOUSTON TX 77024","PASS"
"2016-05-18 00:00:00","WEIGHTS & MEASURES","2808 CAROLINE ST STE 101 HOUSTON TX 77004","PASS"
"2016-03-17 00:00:00","CROWNE PLAZA","7611 KATY FWY HOUSTON TX 77024","PASS"
"2016-01-21 00:00:00","RUIZ TORTILLERIA Y TAQUERIA","6641 CANAL ST HOUSTON TX 77011","PASS"
"2016-05-11 00:00:00","SANDRA'S REFRESQUERIA","8105 MASTERSON HOUSTON TX 77029","PASS"
"2015-11-23 00:00:00","#1 ITTY BITTY TOTS IN TRAINING","7138 COLE CREEK DR HOUSTON TX 77092","PASS"
"2016-01-19 00:00:00","CAFE CHINA","1304 BLALOCK RD STE M HOUSTON TX 77055-6475","FAIL"
"2016-04-14 00:00:00","THE BLUE FISH BAYOU PLACE","550 TEXAS AVE HOUSTON TX 77002","PASS"
"2016-01-08 00:00:00","ORBITS","1419 NASA  PKWY HOUSTON TX 77058-3114","PASS"
"2016-03-14 00:00:00","LA VINA","9381 RICHMOND HOUSTON TX 77063","PASS"
"2016-01-29 00:00:00","PLAY PALACE","4814 ANDERSON  RD HOUSTON TX 77053","PASS"
"2015-09-21 00:00:00","LAW ELEMENTARY","12401 S COAST HOUSTON TX 77047","PASS"
"2015-11-19 00:00:00","VILLA PIZZA","2000 WILLOWBROOK MALL STE 1182 HOUSTON TX 77070","PASS"
"2015-10-28 00:00:00","CAFE KUBO'S SUSHI","9889 BELLAIRE BLVD STE 234 HOUSTON TX 77036","PASS"
"2016-04-12 00:00:00","TAQUERIA  ALACRAN     -     3 Brothers","1703  MACARIO GARCIA HOUSTON TX 77011","PASS"
"2016-05-10 00:00:00","SAM'S CLUB # 8217","1615 SOUTH LOOP WEST HOUSTON TX 77054","PASS"
"2015-10-19 00:00:00","THAI COTTAGE AT WESTHEIMER","10001 WESTHEIMER RD STE 2124 HOUSTON TX 77042","PASS"
"2015-10-23 00:00:00","RANDALL'S #1066","12850 MEMORIAL HOUSTON TX 77024","PASS"
"2016-02-12 00:00:00","TAQUERIA EL SOL DE MEXICO","1521 WAYSIDE HOUSTON TX 77011","PASS"
"2016-05-31 00:00:00","USA WINGS","54 E CROSSTIMBERS ST HOUSTON TX 77022-6228","FAIL"
"2015-08-11 00:00:00","T & L TOFU","12077 BEECHNUT HOUSTON TX 77072","PASS"
"2015-09-22 00:00:00","COMFORT SUITES","11440 CLAY  RD HOUSTON TX 77041","PASS"
"2015-11-23 00:00:00","GORDITAS AGUAS CALIENTES","900 EDGEBROOK HOUSTON TX 77034","PASS"
"2016-02-16 00:00:00","LUCKY HOUSE","10123 HAMMERLY HOUSTON TX 77080","PASS"
"2015-09-24 00:00:00","MANNIE'S SEAFOOD MKT","8520 GULF  FWY HOUSTON TX 77017","PASS"
"2016-01-20 00:00:00","SONIC DRIVE-IN","4211 W LAKE HOUSTON PKWY KINGWOOD TX 77339","PASS"
"2016-03-28 00:00:00","SUBWAY #29835","4040 BISSONNET HOUSTON TX 77005","PASS"
"2016-03-31 00:00:00","TAQUERIA SAN LUIS    -     Palacios","6404 TIERWESTER ST HOUSTON TX 77021","FAIL"
"2015-10-22 00:00:00","IPIC THEATERS","4444 WESTHEIMER RD STE C-220 HOUSTON TX 77027","PASS"
"2016-02-23 00:00:00","SEGARI'S RESTAURANT & BAR","1503 SHEPHERD DR HOUSTON TX 77007-3458","PASS"
"2016-01-20 00:00:00","CHECK N GO","7700 W MONTGOMERY HOUSTON TX 77088","PASS"
"2015-09-21 00:00:00","WESTCO DONUTS","4003 RUSTIC WOODS STE HUMBLE TX 77339-2600","PASS"
"2015-11-04 00:00:00","M.R.  FOOD MART","2103 W 43RD ST HOUSTON TX 77018","PASS"
"2016-05-23 00:00:00","PAPA JOHNS PIZZA #425","1420 W 11TH HOUSTON TX 77008","PASS"
"2016-03-24 00:00:00","PANDA EXPRESS #2176","19 E CROSSTIMBERS HOUSTON TX 77022","PASS"
"2015-11-19 00:00:00","SMOKEY J'S BAR-BEE-Q     -    Diana's","16955 1/2 S POST OAK HOUSTON TX 77053","PASS"
"2016-06-16 00:00:00","CULLEN'S UPSCALE AMERICAN GRILLE","11500 SPACE CENTER  BLVD HOUSTON TX 77059","PASS"
"2016-01-15 00:00:00","SUBWAY #55327","608 W MOUNT HOUSTON STE 200 HOUSTON TX 77037","PASS"
"2015-08-16 00:00:00","SUBWAY","11861 S SAM HOUSTON PKWY W STE D HOUSTON TX 77031","FAIL"
"2016-02-03 00:00:00","PETIT CAFE","1250 ELDRIDGE PKWY STE 500 HOUSTON TX 77077","PASS"
"2015-11-05 00:00:00","LUCKY VILLAGE CHINESE BUFFET","10755 WESTHEIMER HOUSTON TX 77042","PASS"
"2015-12-05 00:00:00","MALA SICHUAN BISTRO","9348 BELLAIRE BLVD HOUSTON TX 77036","PASS"
"2016-06-28 00:00:00","CAFE CASPIAN","12126 WESTHEIMER STE 100 HOUSTON TX 77077","PASS"
"2016-02-01 00:00:00","MR. EXPRESS FOOD MART","1430 BARKER CYPRESS RD HOUSTON TX 77084","PASS"
"2016-03-21 00:00:00","SAVE A DRIVE","4860 BENNING HOUSTON TX 77035","PASS"
"2015-09-21 00:00:00","SUBWAY","11660 WESTHEIMER RD STE 105 HOUSTON TX 77077","PASS"
"2015-10-27 00:00:00","PANADERIA Y PASTELERIA ANAMORO","11138 AIRLINE HOUSTON TX 77035","PASS"
"2016-05-18 00:00:00","HUARACHE AZTECA TAQUERIA","12355 S MAIN HOUSTON TX 77035","PASS"
"2015-08-12 00:00:00","SUPER 8 MOTEL","5550 HOMESTEAD RD HOUSTON TX 77028","PASS"
"2016-06-13 00:00:00","FOUR POINTS SHERATON","8720 GULF  FWY HOUSTON TX 77017","PASS"
"2015-09-24 00:00:00","CO-DO RESTAURANT","10720 KINGSPOINT STE B HOUSTON TX 77075","PASS"
"2016-06-14 00:00:00","ASIAN GROCERS","15140 GALVESTON RD WEBSTER TX 77598","PASS"
"2016-02-01 00:00:00","POPEYE'S","1101 N SHEPHERD HOUSTON TX 77008","PASS"
"2016-04-20 00:00:00","RESERVE  101","1201 CAROLINE ST HOUSTON TX 77002","PASS"
"2015-10-13 00:00:00","MAM'S HOUSE OF ICE-TEX STAR","1040 W CAVALCADE ST HOUSTON TX 77009","PASS"
"2016-03-09 00:00:00","CRAVE SUSHI","2900 TRAVIS STE F HOUSTON TX 77006","PASS"
"2015-08-06 00:00:00","SUBWAY SANDWICH #43855","2510 MILLS BRANCH DR STE 100 KINGWOOD TX 77345","PASS"
"2015-08-24 00:00:00","SIEMPRE","9922 S GESSNER HOUSTON TX 77074","PASS"
"2016-01-30 00:00:00","RANDALL'S #4033","5586 WESLAYAN HOUSTON TX 77005","PASS"
"2016-06-22 00:00:00","WHITEHALL HOTEL HOUSTON","1700 SMITH HOUSTON TX 77002","PASS"
"2016-06-28 00:00:00","LOS RAMIREZ MEXICAN REST.","16630 EL CAMINO REAL HOUSTON TX 77062","PASS"
"2016-03-19 00:00:00","YANTZE RESTAURANT","6601 W SAM HOUSTON PKWY S STE 102 HOUSTON TX 77036","PASS"
"2015-12-18 00:00:00","STONE MILL BAKERS","2518 KIRBY HOUSTON TX 77019","PASS"
"2015-08-07 00:00:00","MEKONG FISH MARKET","7617 JENSEN HOUSTON TX 77093","PASS"
"2016-06-15 00:00:00","SUPER MERCADO TELOLOAPAN","5885 S GESSNER HOUSTON TX 77036","PASS"
"2016-02-23 00:00:00","CLEMENTE H. NUNEZ PRODUCE","2520 AIRLINE STE 82 HOUSTON TX 77009","PASS"
"2015-07-09 00:00:00","RAISING CANE'S CHICHEN FINGERS","7535 W FM 1960 HOUSTON TX 77070","PASS"
"2015-08-03 00:00:00","RIOVERDE TAQUERIA Y RESTAURANT","5502 TELEPHONE RD HOUSTON TX 77087","PASS"
"2016-02-25 00:00:00","JERUSALEM HALAL MEAT","3330 HILLCROFT STE I HOUSTON TX 77057","PASS"
"2016-03-16 00:00:00","PANADERIA MONARQUIA","1988 WILCREST DR STE B HOUSTON TX 77042","PASS"
"2015-11-24 00:00:00","CYCLONE ANAYAS","309 GRAY ST STE 111 HOUSTON TX 77002","FAIL"
"2016-05-09 00:00:00","BROOKDALE PLAZA GALLERIA","2929 POST OAK HOUSTON TX 77056","PASS"
"2015-11-03 00:00:00","CHILI'S GRILL AND BAR #13","12897 GULF  FWY HOUSTON TX 77034","PASS"
"2015-07-30 00:00:00","OJOS LOCOS","4422  NORTH FWY HOUSTON TX 77022","PASS"
"2015-09-29 00:00:00","YES SOUTHEAST","353 CRENSHAW HOUSTON TX 77034","PASS"
"2015-11-03 00:00:00","LA MICHOCANA # 48","7071 LAWNDALE HOUSTON TX 77023","PASS"
"2016-06-23 00:00:00","PARK AND RECREATION SUMMER FOOD SERVICE PROGRAM","2929 S WAYSIDE Houston TX 77023","PASS"
"2015-12-23 00:00:00","CAFE 99","10730 KINGSPOINT HOUSTON TX 77075","PASS"
"2016-01-11 00:00:00","KEY CONCEPTS KAN LEARNING CENTER","14001 S POST OAK HOUSTON TX 77045","PASS"
"2016-06-16 00:00:00","IHOP #1910","15 E CROSSTIMBERS HOUSTON TX 77022","PASS"
"2016-02-03 00:00:00","BORGO FOOD STATION","3641 W ALABAMA HOUSTON TX 77027","PASS"
"2015-08-26 00:00:00","CUCHARA RESTAURANT","214 FAIRVIEW STE 1 HOUSTON TX 77006","PASS"
"2015-09-21 00:00:00","AVENUE GRILL","1017 HOUSTON HOUSTON TX 77009","PASS"
"2015-09-18 00:00:00","KIPP ACADEMY THIRD WARD CAMPUS","5400  MARTIN LUTHER KING HOUSTON TX 77021","PASS"
"2016-03-20 00:00:00","COUSINS MAINE LOBSTER","1320 MAIN ST HOUSTON TX 77002","FAIL"
"2016-06-07 00:00:00","CHENO FAST FOOD","12313 BELLAIRE STE O HOUSTON TX 77072","PASS"
"2015-11-04 00:00:00","LA BELLE SEAFOOD","11210 BELLAIRE BLVD STE 124 HOUSTON TX 77072","PASS"
"2016-01-05 00:00:00","THE HAPPY GO LUCKY CLUB","4016 TELEPHONE RD HOUSTON TX 77087","PASS"
"2016-06-14 00:00:00","KAZY'S GOURMET","4001 BRIARPARK DR HOUSTON TX 77042","PASS"
"2016-03-11 00:00:00","TAQUERIA PURO JALISCO   -   PALACIOS","3835 REVEILLE ST HOUSTON TX 77087","FAIL"
"2015-11-12 00:00:00","OSAKA JAPANESE RESTAURANT","515 WESTHEIMER STE E HOUSTON TX 77006","PASS"
"2016-04-12 00:00:00","MV BURGER BARN","5503 PINEMONT DR HOUSTON TX 77092-2619","PASS"
"2016-03-31 00:00:00","POLLO BRAVO #4","5440 MEMORIAL DR HOUSTON TX 77007","PASS"
"2016-03-23 00:00:00","TAQUERIA ROCIO LA ESCONDIDA #2 -   Guero","634 ALLEN GENOA RD HOUSTON TX 77017","PASS"
"2016-05-09 00:00:00","TAQUERIA ALBARADO   -    3 Brothers","1302 MILES HOUSTON TX 77015","PASS"
"2015-09-14 00:00:00","RICHARD'S LIQUOR","1900 S SHEPHERD DR HOUSTON TX 77019","PASS"
"2016-02-24 00:00:00","SWEET","801 TOWN & COUNTRY BLVD STE A-120 HOUSTON TX 77024","PASS"
"2015-08-14 00:00:00","THE BOMBAY BRASSERIE","3005 WEST LOOP SOUTH STE 110 HOUSTON TX 77027","PASS"
"2016-06-28 00:00:00","PHO LUC LAC GRILL & RESTAURANT","9457 KEMPWOOD HOUSTON TX 77080","PASS"
"2016-02-16 00:00:00","LONG FOOD MART","6401 LONG  DR HOUSTON TX 77087","PASS"
"2016-05-12 00:00:00","NEW ORLEANS SNOBALL HEAVEN -  DIANA'S","13947 HIRAM CLARKE HOUSTON TX 77045","PASS"
"2015-09-11 00:00:00","RANDALL'S #1061","3131 W HOLCOMBE HOUSTON TX 77025","PASS"
"2015-11-17 00:00:00","LOVE SHOW TIME","3608 CRANE HOUSTON TX 77026","PASS"
"2015-09-24 00:00:00","FUEL EXPO SUPER MARKET","857 W TIDWELL RD HOUSTON TX 77091-4351","PASS"
"2015-09-29 00:00:00","ABE'S CAJUN MARKET","1080 CLEAR LAKE CITY  BLVD STE D HOUSTON TX 77062","FAIL"
"2015-09-18 00:00:00","THE MARQUE","12860 QUEENSBURY LN STE 225 HOUSTON TX 77024","PASS"
"2016-06-21 00:00:00","TIMEWISE FOOD STORE #857","2405 BAY AREA BLVD HOUSTON TX 77058","PASS"
"2016-05-24 00:00:00","FAMILY DOLLAR # 8930","10034 LONG POINT HOUSTON TX 77055","PASS"
"2015-10-27 00:00:00","EL POLLO LOCO","3102 ELLA HOUSTON TX 77018","PASS"
"2016-05-26 00:00:00","LOS CUCOS MEXICAN CAFE","1111 STUDEWOOD STE 100 HOUSTON TX 77008","PASS"
"2016-04-19 00:00:00","EL CAPATAZ TAQUERIA AND MEXICAN CUISINE","14618 LEE RD HOUSTON TX 77396","PASS"
"2016-01-26 00:00:00","PINE VALLEY SPECIALITY HOSPITAL","6160 SOUTH LOOP EAST HOUSTON TX 77087","PASS"
"2015-10-16 00:00:00","COMFORT SUITES","15555 JOHN F. KENNEDY BLVD HOUSTON TX 77032","PASS"
"2016-05-17 00:00:00","CHINA DRAGON","1234 UVALDE HOUSTON TX 77015","PASS"
"2016-06-28 00:00:00","FAT BOY'S","2596 SOUTH LOOP WEST HOUSTON TX 77054","PASS"
"2016-06-14 00:00:00","TAQUERIA TAMPICO ALEGRE","315 MAXEY RD HOUSTON TX 77013","PASS"
"2015-07-17 00:00:00","CARRABBA'S ITALIAN GRILL","750 KINGWOOD DR KINGWOOD TX 77339","PASS"
"2016-01-29 00:00:00","CLEAR LAKE SHELL","1190 CLEAR LAKE CITY BLVD HOUSTON TX 77062-8103","PASS"
"2016-02-08 00:00:00","DIANA'S COMMISSARY FOOD SERVICES","5407 WILLOMINE  WAY HOUSTON TX 77045","PASS"
"2015-09-30 00:00:00","TIMEWISE FOOD STORE # 239-05","10330 BISSONNET ST HOUSTON TX 77099-0000","PASS"
"2015-08-17 00:00:00","HIGH SCHOOL ANNEX","12501 HIGH STAR HOUSTON TX 77072","PASS"
"2015-10-28 00:00:00","GOLDEN CORRAL RESTAURANT #625","13145 NORTHWEST  FWY HOUSTON TX 77040","PASS"
"2016-01-27 00:00:00","WORLD DUTY FREE GROUP - TERMINAL A","2800 N TERMINAL RD STE A HOUSTON TX 77032","PASS"
"2016-05-16 00:00:00","JACK IN THE BOX #3690","4550 SAN FELIPE HOUSTON TX 77027","PASS"
"2016-03-12 00:00:00","TAQUERIA LAS ROSAS","1411 N WAYSIDE HOUSTON TX 77020","PASS"
"2015-12-02 00:00:00","TRINITY AFRICAN BAR & GRILL","5700 S GESSNER STE J HOUSTON TX 77036","PASS"
"2015-07-25 00:00:00","CORNER STOP","11402 HUGHES  RD HOUSTON TX 77089","PASS"
"2016-04-15 00:00:00","BLUE'S SHADOW","3535 PINEMONT HOUSTON TX 77018","PASS"
"2016-01-14 00:00:00","SUPER K FOOD STORE","1903 S SHEPHERD DR HOUSTON TX 77019","PASS"
"2015-12-19 00:00:00","GALAXIA SPORTS BAR","115 N 78 TH HOUSTON TX 77012","PASS"
"2015-12-08 00:00:00","CAFE LAYAL WESTHEIMER","12102 WESTHEIMER HOUSTON TX 77077","PASS"
"2016-03-08 00:00:00","SIDEWALK CAFE(MRS. LEE KITCHEN)","777 WALKER STE M130 HOUSTON TX 77002","FAIL"
"2016-05-17 00:00:00","RICE UNIVERSITY Book Store & RECHARGE -U","6100 MAIN  UPPR HOUSTON TX 77005","FAIL"
"2016-06-30 00:00:00","PANDA EXPRESS #1682","3651 WESLAYAN HOUSTON TX 77027","PASS"
"2015-07-16 00:00:00","JACK IN THE BOX #3615","7525 EAST  FWY HOUSTON TX 77020","PASS"
"2015-12-11 00:00:00","BARBARA JORDAN CULINARY ARTS","5800 EASTEX FWY STE 117 HOUSTON TX 77026","PASS"
"2016-04-28 00:00:00","PAULIE'S","1834 WESTHEIMER HOUSTON TX 77098","PASS"
"2015-12-12 00:00:00","FREEBIRDS","8057 KIRBY DR STE A HOUSTON TX 77054","PASS"
"2015-10-19 00:00:00","CHAMPIONS LEARNING CENTER","12515 FONDREN HOUSTON TX 77035","FAIL"
"2016-04-28 00:00:00","JOSEPHINE'S FOOD SRV- TEXAS","7100 KIRKPATRICK HOUSTON TX 77020","PASS"
"2016-04-13 00:00:00","DECA MARKETING LAB","5800 EASTEX FWY STE 119 HOUSTON TX 77026","PASS"
"2015-12-01 00:00:00","TOP TASTE","930 MAIN STE T-240A HOUSTON TX 77002","PASS"
"2016-06-17 00:00:00","FIESTA MART #39","8710 BELLAIRE BLVD HOUSTON TX 77036","PASS"
"2015-08-05 00:00:00","TAQUERIA LA CREACION     -     GARCIA","1520 ISABELLA ST HOUSTON TX 77004","FAIL"
"2015-09-10 00:00:00","SAMBUCA","909 TEXAS STE F HOUSTON TX 77002","PASS"
"2015-07-28 00:00:00","CITILINE DELI #12","1430 ENCLAVE PKWY STE 110 HOUSTON TX 77077","PASS"
"2016-06-14 00:00:00","LA GUERRERA MEAT MARKET/GROCERIES","8104 W TIDWELL HOUSTON TX 77040-5513","PASS"
"2015-12-14 00:00:00","LA MICHOACANA MEAT MARKET# 66","8908 MESA DR HOUSTON TX 77028","PASS"
"2016-05-31 00:00:00","BECK'S PRIME","708 MEYERLAND PLAZA HOUSTON TX 77096","PASS"
"2016-06-30 00:00:00","A & B GROCERY","515 BERRY  RD HOUSTON TX 77022","PASS"
"2016-01-29 00:00:00","WILLIAM A. LAWSON COMM. LIFE","3810 RUTH  ST HOUSTON TX 77004","PASS"
"2015-12-22 00:00:00","FRANK'S GRILL - TELEPHONE","4702 TELEPHONE  RD HOUSTON TX 77087","PASS"
"2016-06-30 00:00:00","ONESUBSEA (formerlyCAMERON Employee Cafeteria)","4646 W SAM HOUSTON  PKWY N HOUSTON TX 77041","PASS"
"2015-07-27 00:00:00","LE LAI CHINESE RESTAURANT","9600 BELLAIRE STE 103 HOUSTON TX 77036","PASS"
"2016-02-25 00:00:00","THE FOREST CLUB","9950 MEMORIAL DR HOUSTON TX 77024","PASS"
"2015-10-20 00:00:00","CORPUS CHRISTI CATHOLIC CHURCH","9900 STELLA LINK HOUSTON TX 77025","PASS"
"2015-11-09 00:00:00","BAYOU CITY BAR & GRILL","2409 GRANT ST STE A HOUSTON TX 77006-2858","PASS"
"2016-05-05 00:00:00","JACK IN THE BOX","13602 S POST OAK RD HOUSTON TX 77045","PASS"
"2016-05-24 00:00:00","MCDONALD'S","6000 GULF FWY HOUSTON TX 77023","PASS"
"2015-10-06 00:00:00","KINGWOOD AUTOCARE","1090 KINGWOOD  DR KINGWOOD TX 77339","PASS"
"2016-06-08 00:00:00","STEPHEN 'S  MARKET PLACE","2902 ALMEDA GENOA STE A HOUSTON TX 77047","PASS"
"2015-08-19 00:00:00","BURGER KING #6188","5811 S GESSNER RD HOUSTON TX 77036-2605","PASS"
"2015-09-30 00:00:00","SHARKY'S","1660 W LAKE HOUSTON PKWY STE 104 KINGWOOD TX 77339","FAIL"
"2015-10-07 00:00:00","HOUSTON BAPTIST UNIVERSITY/BAUGH CENTER","7502 FONDREN RD HOUSTON TX 77074-3298","PASS"
"2016-03-01 00:00:00","NINFA LAURENZO EARLY CHILDHOOD CTR","205 N DELMAR HOUSTON TX 77011","PASS"
"2016-05-03 00:00:00","LAMAR H.S. PTA SNACK BAR","3325 WESTHEIMER HOUSTON TX 77098","FAIL"
"2015-10-30 00:00:00","DAYBREAK CENTER","5331 W OREM HOUSTON TX 77045","PASS"
"2015-09-15 00:00:00","IT'Z","18355 TOMBALL    PKWY HOUSTON TX 77070","FAIL"
"2016-02-26 00:00:00","TACO EXPRESS & CRISPY KRUNCHY CHICKEN","270 ALMEDA MALL HOUSTON TX 77075-3504","PASS"
"2016-05-05 00:00:00","TORCHY'S TACOS","350 W 19TH ST STE A HOUSTON TX 77008","PASS"
"2016-05-28 00:00:00","JACK IN THE BOX # 3675","7699 KATY FWY HOUSTON TX 77024","PASS"
"2016-04-30 00:00:00","TAQUERIA D.F. #1   -     Della Carts","1418 GESSNER  DR STE B HOUSTON TX 77080","FAIL"
"2016-03-07 00:00:00","I W S RECEPTION HALL","320  BROADWAY HOUSTON TX 77012","PASS"
"2015-12-17 00:00:00","AMILLES COFFEE","1301 MCKINNEY STE 120 HOUSTON TX 77010","PASS"
"2015-07-22 00:00:00","BAY MART","2104 BAY AREA BLVD HOUSTON TX 77058","PASS"
"2016-03-08 00:00:00","TYSON FOODS WAREHOUSE","300 PORTWALL HOUSTON TX 77029","PASS"
"2016-06-13 00:00:00","HMS HOST TERMINAL A","2800 N TERMINAL RD STE TANF1 HOUSTON TX 77032","PASS"
"2016-03-01 00:00:00","CUZ-N-LAWS WHOLESALE CO., INC","3510 LEELAND HOUSTON TX 77003","PASS"
